translation,category,macrocategory,subcategory,mean,max,min,1640,1641,1642,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688
sandpipers,Meat,Meat,"Bird, wild",25.8888888888889,50,0,,167,,,125,256,25,,,,,,,,,,,,,0,,,,311,,,,,6,,41,,,,,,,,,,,,,,,,,,
sardines,Fish,Meat,,15.125,52,0,,,,,,,,,,,,,,,,,96,,,0,,,,,3648,,,,48,,,,,,,,,,,,,,,,,,,,
sheep,Meat,Meat,Other,8.02272727272727,27,1,,"1,268.5",,,"1,164.75","1,172.25",1381,,,,,,,,,,,,,6,,,2,"1,093.5",190.5,,,,1,,10.25,,,,,,,,,4,,,,,,,,,
small birds,Meat,Meat,"Bird, wild",76.4,426,0,,649,,,50,296,391,,,,,,,,,,,,,0,,,,118,,,,,0,,426,,,,,,,,,135,,,,,,,,,
Small sheep cheese,Dairy,Dairy,,26.25,86,0,,1071,,,204,515,553,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,
"small, edible fish",Fish,Meat,,68.1111111111111,288,1,,5280,,,4032,3576,504,,,,,,,,,,,,,288,,,,1188,,,,,156,,,,,,,,,,,84,,,,,,,,,
smoked fish,Fish,Meat,,35.75,96,0,,15480,,,390,4080,0,,,,,,,,,,,,,0,,,,9180,,,,,750,,,,,,,,,,,,,,,,,,,,
snails,Seafood,Meat,,53.375,420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,
snow bunting,Meat,Meat,"Bird, wild",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sparrows & skylarks,Meat,Meat,"Bird, wild",7.14285714285714,44,1,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,
spiced gudgeon,Fish,Meat,,19.125,95,0,,143,,,,66,0,,,,,,,,,,,,,0,,,,34,,,,,0,,,,,,,,,,,,,,,,,,,,
spicy sauerkraut,Vegetable,Fruits and Vegetables,,42.3636363636364,192,0,,528,,,41555,240,240,,72,,,,,,,,,,,48,,,192,,,,,,0,,0,,,,,,,,,,,,,,,,,,
starling,Meat,Meat,"Bird, wild",18.1428571428571,48,1,,107,,,24,19,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
sturgeon,Fish,Meat,,8.14285714285714,47,1,,1,,,,,1,,,,,,,,,,,,,,,,,3,,,,,0,,,,,,,,,,,,,,,,,,,,
suckling pig,Meat,Meat,Pork,13.1666666666667,46,0,,432,,,227,160,170,,,,,,,,,,,,,0,,,2,279,105,,,,0,,4,3,,,,,,,,7,,,,,,,,,
sugar,Sugar,Flavoring/Other,,92.4296875,533.625,6,,2333,,,"1,524.4",3414,"3,296.25",,42,,,,,,,,"4,190.5",533.625,,77,,,,"6,365.5","2,311.5",,,,30,,77.5,64,146,92,40,,,,,145.75,,,,,,,,,
swans,Meat,Meat,"bird, wild",0.875,1,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tench,Fish,Meat,,8.14285714285714,51,1,,1,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrush,Meat,Meat,"Bird, wild",25.8888888888889,67,1,,1680,,,116,345,2351,,,,,,,,,,,,,12,,,,18,2068,,,,,,46,,,,,,,,,,,,,,,,,,
turbot,Fish,Meat,,2,4,1,,,,,1,,0,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,
turkey,Meat,Meat,"bird, fowl",37,136,0,,196,,,133,168,358,,,,,,,,,,,,,0,,,3,79,293,7,,,6,,21,5,,,,,,,,77,,136,,,,,,,
various small fish ,Fish,Meat,,11.625,44,0,,96,,,132,156,340,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veal,Meat,Meat,Beef,40.015625,159,1,,977.85,,,523.13,685.85,779.75,,,,,,,,,,,,,3,,,18,"1,646.5",148.75,,,,4,,20,12.5,15,14.5,,,,,,68.25,,159,,,,,,6,
vimba bream,Fish,Meat,,1.14285714285714,2,1,,20,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water mannagrass,Grain,Grain,,46.7777777777778,111,1,,120.5,,,45.5,97,51,,,,,,,,,,,,,1,,,,53,9,,,,0,,,,,,,,,,,4,,,,,,,,,
waxwing,Meat,Meat,"Bird, wild",53.9,240,1,,343,,,,580,186,,,,,,,,,,,,,,,,15,2076,,,,,,,,,,,,,,,,130,,240,,,,,,,
Wels catfish,Fish,Meat,,2.14285714285714,8,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
westphalian ham,Meat,Meat,pork,1,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wheat flour,Grain,Grain,,21.875,168,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,,,,,
wild boar,Meat,Meat,"pork, wild",33.3181818181818,95,0,,41,,,31.37,30.75,86.25,,,,,,,,,,,,,0.5,,,,37,3,,,,94,,0,,,,,,,,,1,,1,,,,,,,
wild geese,Meat,Meat,"bird, wild",26.375,74,0,,20,,,12,41,25,,,,,,,,,,,,,0,,,,47,19,,,,,,,,,,,,,,,,,,,,,,,,
wine vinegar,Acid,Flavoring/Other,,3.33333333333333,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,
yellow hammer,Meat,Meat,"Bird, wild",29.5,84,0,,2092,,,,2685,4453,,,,,,,,,,,,,0,,,,7109,2491,,,,,,,,,,,,,,,,,,,,,,,,
young boar,Meat,Meat,"pork, wild",25.5,88,0,,13,,,20.25,18.37,74.25,,,,,,,,,,,,,0,,,,19,4,,,,,,0,,,,,,,,,3,,,,,,,,,
